CPT_id	rootSource	name	obsolete	atomCount	concepts
0237U	CPT	Cardiac ion channelopathies (eg, Brugada syndrome, long QT syndrome, short QT syndrome, catecholaminergic polymorphic ventricular tachycardia), genomic sequence analysis panel including ANK2, CASQ2, CAV3, KCNE1, KCNE2, KCNH2, KCNJ2, KCNQ1, RYR2, and SCN5A, including small sequence changes in exonic and intronic regions, deletions, duplications, mobile element insertions, and variants in non-uniquely mappable regions	False	5	C5696572;C5439864;C5698191
0238U	CPT	Oncology (Lynch syndrome), genomic DNA sequence analysis of MLH1, MSH2, MSH6, PMS2, and EPCAM, including small sequence changes in exonic and intronic regions, deletions, duplications, mobile element insertions, and variants in non-uniquely mappable regions	False	5	C5696573;C5439865;C5698192
0239U	CPT	Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free DNA, analysis of 311 or more genes, interrogation for sequence variants, including substitutions, insertions, deletions, select rearrangements, and copy number variations	False	5	C5439866;C5696574;C5698193
0242U	CPT	Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free circulating DNA analysis of 55-74 genes, interrogation for sequence variants, gene copy number amplifications, and gene rearrangements	False	5	C5696577;C5691504;C5698196
0243U	CPT	Obstetrics (preeclampsia), biochemical assay of placental-growth factor, time-resolved fluorescence immunoassay, maternal serum, predictive algorithm reported as a risk score for preeclampsia	False	5	C5691505;C5696578;C5698197
0244U	CPT	Oncology (solid organ), DNA, comprehensive genomic profiling, 257 genes, interrogation for single-nucleotide variants, insertions/deletions, copy number alterations, gene rearrangements, tumor-mutational burden and microsatellite instability, utilizing formalin-fixed paraffin-embedded tumor tissue	False	5	C5696579;C5691506;C5698198
0245U	CPT	Oncology (thyroid), mutation analysis of 10 genes and 37 RNA fusions and expression of 4 mRNA markers using next-generation sequencing, fine needle aspirate, report includes associated risk of malignancy expressed as a percentage	False	5	C5691507;C5696580;C5698199
0246U	CPT	Red blood cell antigen typing, DNA, genotyping of at least 16 blood groups with phenotype prediction of at least 51 red blood cell antigens	False	5	C5698200;C5691508;C5696581
0247U	CPT	Obstetrics (preterm birth), insulin-like growth factor-binding protein 4 (IBP4), sex hormone-binding globulin (SHBG), quantitative measurement by LC-MS/MS, utilizing maternal serum, combined with clinical data, reported as predictive-risk stratification for spontaneous preterm birth	False	5	C5696582;C5698201;C5691509
0248U	CPT	Oncology, spheroid cell culture in 3D microenvironment, 12-drug panel, brain- or brain metastasis-response prediction for each drug	False	6	C5691510;C5944586;C5696583;C5944587
0249U	CPT	Oncology (breast), semiquantitative analysis of 32 phosphoproteins and protein analytes, includes laser capture microdissection, with algorithmic analysis and interpretative report	False	5	C5696584;C5691511;C5698203
0250U	CPT	Oncology (solid organ neoplasm), targeted genomic sequence DNA analysis of 505 genes, interrogation for somatic alterations (SNVs [single nucleotide variant], small insertions and deletions, one amplification, and four translocations), microsatellite instability and tumor-mutation burden	False	5	C5691512;C5696585;C5698204
0251U	CPT	Hepcidin-25, enzyme-linked immunosorbent assay (ELISA), serum or plasma	False	6	C5541207;C5696586;C5698205;C5698206
0252U	CPT	Fetal aneuploidy short tandem-repeat comparative analysis, fetal DNA from products of conception, reported as normal (euploidy), monosomy, trisomy, or partial deletion/duplication, mosaicism, and segmental aneuploidy	False	5	C5698207;C5691513;C5696587
0253U	CPT	Reproductive medicine (endometrial receptivity analysis), RNA gene expression profile, 238 genes by next-generation sequencing, endometrial tissue, predictive algorithm reported as endometrial window of implantation (eg, pre-receptive, receptive, post-receptive)	False	5	C5696588;C5698208;C5691514
0254U	CPT	Reproductive medicine (preimplantation genetic assessment), analysis of 24 chromosomes using embryonic DNA genomic sequence analysis for aneuploidy, and a mitochondrial DNA score in euploid embryos, results reported as normal (euploidy), monosomy, trisomy, or partial deletion/duplication, mosaicism, and segmental aneuploidy, per embryo tested	False	5	C5691515;C5698209;C5696589
0255U	CPT	Andrology (infertility), sperm-capacitation assessment of ganglioside GM1 distribution patterns, fluorescence microscopy, fresh or frozen specimen, reported as percentage of capacitated sperm and probability of generating a pregnancy score	False	6	C5698211;C5691516;C5696590;C5698210
0256U	CPT	Trimethylamine/trimethylamine N-oxide (TMA/TMAO) profile, tandem mass spectrometry (MS/MS), urine, with algorithmic analysis and interpretive report	False	5	C5696591;C5698212;C5691517
0257U	CPT	Very long chain acyl-coenzyme A (CoA) dehydrogenase (VLCAD), leukocyte enzyme activity, whole blood	False	5	C5696592;C5691518;C5698213
0258U	CPT	Autoimmune (psoriasis), mRNA, next-generation sequencing, gene expression profiling of 50-100 genes, skin-surface collection using adhesive patch, algorithm reported as likelihood of response to psoriasis biologics	False	5	C5698214;C5691519;C5696593
0259U	CPT	Nephrology (chronic kidney disease), nuclear magnetic resonance spectroscopy measurement of myo-inositol, valine, and creatinine, algorithmically combined with cystatin C (by immunoassay) and demographic data to determine estimated glomerular filtration rate (GFR), serum, quantitative	False	5	C5698215;C5691520;C5696594
0260U	CPT	Rare diseases (constitutional/heritable disorders), identification of copy number variations, inversions, insertions, translocations, and other structural variants by optical genome mapping	False	5	C5970180;C5696595;C5698216
0261U	CPT	Oncology (colorectal cancer), image analysis with artificial intelligence assessment of 4 histologic and immunohistochemical features (CD3 and CD8 within tumor-stroma border and tumor core), tissue, reported as immune response and recurrence-risk score	False	5	C5698217;C5691521;C5696596
0262U	CPT	Oncology (solid tumor), gene expression profiling by real-time RT-PCR of 7 gene pathways (ER, AR, PI3K, MAPK, HH, TGFB, Notch), formalin-fixed paraffin-embedded (FFPE), algorithm reported as gene pathway activity score	False	5	C5698218;C5691522;C5696597
0263U	CPT	Neurology (autism spectrum disorder [ASD]), quantitative measurements of 16 central carbon metabolites (ie, 伪-ketoglutarate, alanine, lactate, phenylalanine, pyruvate, succinate, carnitine, citrate, fumarate, hypoxanthine, inosine, malate, S-sulfocysteine, taurine, urate, and xanthine), liquid chromatography tandem mass spectrometry (LC-MS/MS), plasma, algorithmic analysis with result reported as negative or positive (with metabolic subtypes of ASD)	False	5	C5691523;C5696598;C5698219
0264U	CPT	Rare diseases (constitutional/heritable disorders), identification of copy number variations, inversions, insertions, translocations, and other structural variants by optical genome mapping	False	5	C5696595;C5698220;C5671325
0265U	CPT	Rare constitutional and other heritable disorders, whole genome and mitochondrial DNA sequence analysis, blood, frozen and formalin-fixed paraffin-embedded (FFPE) tissue, saliva, buccal swabs or cell lines, identification of single nucleotide and copy number variants	False	9	C5698222;C5698225;C5691524;C5696599;C5698221;C5698223;C5698224
0266U	CPT	Unexplained constitutional or other heritable disorders or syndromes, tissue-specific gene expression by whole-transcriptome and next-generation sequencing, blood, formalin-fixed paraffin-embedded (FFPE) tissue or fresh frozen tissue, reported as presence or absence of splicing or expression changes	False	7	C5691525;C5696600;C5698227;C5698228;C5698226
0267U	CPT	Rare constitutional and other heritable disorders, identification of copy number variations, inversions, insertions, translocations, and other structural variants by optical genome mapping and whole genome sequencing	False	5	C5691526;C5696601;C5698229
0268U	CPT	Hematology (atypical hemolytic uremic syndrome [aHUS]), genomic sequence analysis of 15 genes, blood, buccal swab, or amniotic fluid	False	7	C5691527;C5696602;C5698230;C5698231;C5698232
0269U	CPT	Hematology (autosomal dominant congenital thrombocytopenia), genomic sequence analysis of 22 genes, blood, buccal swab, or amniotic fluid	False	7	C5851834;C5851837;C5851836;C5851835;C5691528
0270U	CPT	Hematology (congenital coagulation disorders), genomic sequence analysis of 20 genes, blood, buccal swab, or amniotic fluid	False	7	C5698238;C5691529;C5696604;C5698237;C5698236
0271U	CPT	Hematology (congenital neutropenia), genomic sequence analysis of 24 genes, blood, buccal swab, or amniotic fluid	False	7	C5851838;C5851839;C5851841;C5851840;C5691530
0272U	CPT	Hematology (genetic bleeding disorders), genomic sequence analysis of 60 genes and duplication/deletion of PLAU, blood, buccal swab, or amniotic fluid, comprehensive	False	20	C5851843;C5851844;C5851852;C5851856;C5851842;C5851849;C5851851;C5851853;C5851847;C5851854;C5851857;C5851845;C5851846;C5851848;C5851850;C5851855;C5691531
0273U	CPT	Hematology (genetic hyperfibrinolysis, delayed bleeding), analysis of 9 genes (F13A1, F13B, FGA, FGB, FGG, SERPINA1, SERPINE1, SERPINF2 by next-generation sequencing, and PLAU by array comparative genomic hybridization), blood, buccal swab, or amniotic fluid	False	7	C5691532;C5698247;C5698245;C5698246
0274U	CPT	Hematology (genetic platelet disorders), genomic sequence analysis of 62 genes and duplication/deletion of PLAU, blood, buccal swab, or amniotic fluid	False	20	C5851867;C5851872;C5851874;C5851860;C5851861;C5851873;C5851858;C5851859;C5851863;C5851864;C5851868;C5851870;C5851862;C5851865;C5851866;C5851869;C5851871;C5691533
0275U	CPT	Hematology (heparin-induced thrombocytopenia), platelet antibody reactivity by flow cytometry, serum	False	5	C5696609;C5691534;C5698251
0276U	CPT	Hematology (inherited thrombocytopenia), genomic sequence analysis of 42 genes, blood, buccal swab, or amniotic fluid	False	7	C5702110;C5691535;C5702111;C5702112;C5702109
0277U	CPT	Hematology (genetic platelet function disorder), genomic sequence analysis of 40 genes and duplication/deletion of PLAU, blood, buccal swab, or amniotic fluid	False	31	C5851877;C5851879;C5851880;C5851883;C5851885;C5851886;C5851887;C5851890;C5851893;C5851898;C5851899;C5851900;C5851878;C5851889;C5851896;C5851884;C5851891;C5851894;C5851875;C5851881;C5851882;C5851888;C5851895;C5851876;C5851892
0278U	CPT	Hematology (genetic thrombosis), genomic sequence analysis of 14 genes, blood, buccal swab, or amniotic fluid	False	8	C5691537;C5851901;C5851903;C5851904;C5851902
0279U	CPT	Hematology (von Willebrand disease [VWD]), von Willebrand factor (VWF) and collagen III binding by enzyme-linked immunosorbent assays (ELISA), plasma, report of collagen III binding	False	5	C5691538;C5696613;C5698261
0280U	CPT	Hematology (von Willebrand disease [VWD]), von Willebrand factor (VWF) and collagen IV binding by enzyme-linked immunosorbent assays (ELISA), plasma, report of collagen IV binding	False	5	C5691539;C5696614;C5698262
0281U	CPT	Hematology (von Willebrand disease [VWD]), von Willebrand propeptide, enzyme-linked immunosorbent assays (ELISA), plasma, diagnostic report of von Willebrand factor (VWF) propeptide antigen level	False	5	C5691540;C5698263;C5696615
0282U	CPT	Red blood cell antigen typing, DNA, genotyping of 12 blood group system genes to predict 44 red blood cell antigen phenotypes	False	5	C5691541;C5696616;C5698264
0283U	CPT	von Willebrand factor (VWF), type 2B, platelet-binding evaluation, radioimmunoassay, plasma	False	5	C5696617;C5698265;C5691542
0284U	CPT	von Willebrand factor (VWF), type 2N, factor VIII and VWF binding evaluation, enzyme-linked immunosorbent assays (ELISA), plasma	False	5	C5691543;C5696618;C5698266
0285U	CPT	Oncology, response to radiation, cell-free DNA, quantitative branched chain DNA amplification, plasma, reported as a radiation toxicity score	False	5	C5702113;C5702114
0286U	CPT	CEP72 (centrosomal protein, 72-KDa), NUDT15 (nudix hydrolase 15) and TPMT (thiopurine S-methyltransferase) (eg, drug metabolism) gene analysis, common variants	False	5	C5702115
0287U	CPT	Oncology (thyroid), DNA and mRNA, next-generation sequencing analysis of 112 genes, fine needle aspirate or formalin-fixed paraffin-embedded (FFPE) tissue, algorithmic prediction of cancer recurrence, reported as a categorical risk result (low, intermediate, high)	False	6	C5702116;C5702117;C5702118;C5702119
0288U	CPT	Oncology (lung), mRNA, quantitative PCR analysis of 11 genes (BAG1, BRCA1, CDC6, CDK2AP1, ERBB3, FUT3, IL11, LCK, RND3, SH3BGR, WNT3A) and 3 reference genes (ESD, TBP, YAP1), formalin-fixed paraffin-embedded (FFPE) tumor tissue, algorithmic interpretation reported as a recurrence risk score	False	5	C5702120;C5702121
0289U	CPT	Neurology (Alzheimer disease), mRNA, gene expression profiling by RNA sequencing of 24 genes, whole blood, algorithm reported as predictive risk score	False	5	C5702122
0290U	CPT	Pain management, mRNA, gene expression profiling by RNA sequencing of 36 genes, whole blood, algorithm reported as predictive risk score	False	5	C5702123
0291U	CPT	Psychiatry (mood disorders), mRNA, gene expression profiling by RNA sequencing of 144 genes, whole blood, algorithm reported as predictive risk score	False	5	C5702124
0292U	CPT	Psychiatry (stress disorders), mRNA, gene expression profiling by RNA sequencing of 72 genes, whole blood, algorithm reported as predictive risk score	False	5	C5702125
0293U	CPT	Psychiatry (suicidal ideation), mRNA, gene expression profiling by RNA sequencing of 54 genes, whole blood, algorithm reported as predictive risk score	False	5	C5702126
0294U	CPT	Longevity and mortality risk, mRNA, gene expression profiling by RNA sequencing of 18 genes, whole blood, algorithm reported as predictive risk score	False	5	C5702127;C5702128
0295U	CPT	Oncology (breast ductal carcinoma in situ), protein expression profiling by immunohistochemistry of 7 proteins (COX2, FOXA1, HER2, Ki-67, p16, PR, SIAH2), with 4 clinicopathologic factors (size, age, margin status, palpability), utilizing formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as a recurrence risk score	False	5	C5702130;C5702129
0296U	CPT	Oncology (oral and/or oropharyngeal cancer), gene expression profiling by RNA sequencing of at least 20 molecular features (eg, human and/or microbial mRNA), saliva, algorithm reported as positive or negative for signature associated with malignancy	False	5	C5702131;C5702132
0297U	CPT	Oncology (pan tumor), whole genome sequencing of paired malignant and normal DNA specimens, fresh or formalin-fixed paraffin-embedded (FFPE) tissue, blood or bone marrow, comparative sequence analyses and variant identification	False	8	C5702135;C5702137;C5702138;C5702133;C5702134;C5702136
0298U	CPT	Oncology (pan tumor), whole transcriptome sequencing of paired malignant and normal RNA specimens, fresh or formalin-fixed paraffin-embedded (FFPE) tissue, blood or bone marrow, comparative sequence analyses and expression level and chimeric transcript identification	False	8	C5702139;C5702141;C5702140;C5702144;C5702142;C5702143
0299U	CPT	Oncology (pan tumor), whole genome optical genome mapping of paired malignant and normal DNA specimens, fresh frozen tissue, blood, or bone marrow, comparative structural variant identification	False	7	C5702146;C5702147;C5702148;C5702149;C5702145
0300U	CPT	Oncology (pan tumor), whole genome sequencing and optical genome mapping of paired malignant and normal DNA specimens, fresh tissue, blood, or bone marrow, comparative sequence analyses and variant identification	False	7	C5702152;C5702153;C5702150;C5702151
0301U	CPT	Infectious agent detection by nucleic acid (DNA or RNA), Bartonella henselae and Bartonella quintana, droplet digital PCR (ddPCR)	False	5	C5702154;C5702155
0302U	CPT	Infectious agent detection by nucleic acid (DNA or RNA), Bartonella henselae and Bartonella quintana, droplet digital PCR (ddPCR); following liquid enrichment	False	5	C5702156;C5702157
0303U	CPT	Hematology, red blood cell (RBC) adhesion to endothelial/subendothelial adhesion molecules, functional assessment, whole blood, with algorithmic analysis and result reported as an RBC adhesion index; hypoxic	False	6	C5702159;C5702161;C5702160
0304U	CPT	Hematology, red blood cell (RBC) adhesion to endothelial/subendothelial adhesion molecules, functional assessment, whole blood, with algorithmic analysis and result reported as an RBC adhesion index; normoxic	False	6	C5702162;C5702164;C5702163
0305U	CPT	Hematology, red blood cell (RBC) functionality and deformity as a function of shear stress, whole blood, reported as a maximum elongation index	False	5	C5702165
0306U	CPT	Oncology (minimal residual disease [MRD]), next-generation targeted sequencing analysis, cell-free DNA, initial (baseline) assessment to determine a patient-specific panel for future comparisons to evaluate for MRD	False	5	C5702166
0307U	CPT	Oncology (minimal residual disease [MRD]), next-generation targeted sequencing analysis of a patient-specific panel, cell-free DNA, subsequent assessment with comparison to previously analyzed patient specimens to evaluate for MRD	False	5	C5702167
0308U	CPT	Cardiology (coronary artery disease [CAD]), analysis of 3 proteins (high sensitivity [hs] troponin, adiponectin, and kidney injury molecule-1 [KIM-1]) with 3 clinical parameters (age, sex, history of cardiac intervention), plasma, algorithm reported as a risk score for obstructive CAD	False	5	C5702168;C5851905
0309U	CPT	Cardiology (cardiovascular disease), analysis of 4 proteins (NT-proBNP, osteopontin, tissue inhibitor of metalloproteinase-1 [TIMP-1], and kidney injury molecule-1 [KIM-1]), plasma, algorithm reported as a risk score for major adverse cardiac event	False	5	C5702169
0310U	CPT	Pediatrics (vasculitis, Kawasaki disease [KD]), analysis of 3 biomarkers (NT-proBNP, C-reactive protein, and T-uptake), plasma, algorithm reported as a risk score for KD	False	5	C5702170;C5702171
0311U	CPT	Infectious disease (bacterial), quantitative antimicrobial susceptibility reported as phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility for each organism identified	False	5	C5702172
0312U	CPT	Autoimmune diseases (eg, systemic lupus erythematosus [SLE]), analysis of 8 IgG autoantibodies and 2 cell-bound complement activation products using enzyme-linked immunosorbent immunoassay (ELISA), flow cytometry and indirect immunofluorescence, serum, or plasma and whole blood, individual components reported along with an algorithmic SLE-likelihood assessment	False	6	C5702173;C5702175;C5702174
0313U	CPT	Oncology (pancreas), DNA and mRNA next-generation sequencing analysis of 74 genes and analysis of CEA (CEACAM5) gene expression, pancreatic cyst fluid, algorithm reported as a categorical result (ie, negative, low probability of neoplasia or positive, high probability of neoplasia)	False	5	C5702176
0314U	CPT	Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 35 genes (32 content and 3 housekeeping), utilizing formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as a categorical result (ie, benign, intermediate, malignant)	False	5	C5702178;C5702177
0315U	CPT	Oncology (cutaneous squamous cell carcinoma), mRNA gene expression profiling by RT-PCR of 40 genes (34 content and 6 housekeeping), utilizing formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as a categorical risk result (ie, Class 1, Class 2A, Class 2B)	False	5	C5702179
0316U	CPT	Borrelia burgdorferi (Lyme disease), OspA protein evaluation, urine	False	5	C5702180
0317U	CPT	Oncology (lung cancer), four-probe FISH (3q29, 3p22.1, 10q22.3, 10cen) assay, whole blood, predictive algorithm-generated evaluation reported as decreased or increased risk for lung cancer	False	5	C5702181
0318U	CPT	Pediatrics (congenital epigenetic disorders), whole genome methylation analysis by microarray for 50 or more genes, blood	False	5	C5702183;C5702182
0319U	CPT	Nephrology (renal transplant), RNA expression by select transcriptome sequencing, using pretransplant peripheral blood, algorithm reported as a risk score for early acute rejection	False	5	C5702184
0320U	CPT	Nephrology (renal transplant), RNA expression by select transcriptome sequencing, using posttransplant peripheral blood, algorithm reported as a risk score for acute cellular rejection	False	5	C5702185
0321U	CPT	Infectious agent detection by nucleic acid (DNA or RNA), genitourinary pathogens, identification of 20 bacterial and fungal organisms and identification of 16 associated antibiotic-resistance genes, multiplex amplified probe technique	False	6	C5702186;C5702187
0322U	CPT	Neurology (autism spectrum disorder [ASD]), quantitative measurements of 14 acyl carnitines and microbiome-derived metabolites, liquid chromatography with tandem mass spectrometry (LC-MS/MS), plasma, results reported as negative or positive for risk of metabolic subtypes associated with ASD	False	5	C5702188
0323U	CPT	Infectious agent detection by nucleic acid (DNA and RNA), central nervous system pathogen, metagenomic next-generation sequencing, cerebrospinal fluid (CSF), identification of pathogenic bacteria, viruses, parasites, or fungi	False	8	C5702193;C5702190;C5702189;C5702191;C5702192
0326U	CPT	Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free circulating DNA analysis of 83 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden	False	5	C5702196;C5702197
0327U	CPT	Fetal aneuploidy (trisomy 13, 18, and 21), DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy, includes sex reporting, if performed	False	6	C5702198;C5702200;C5702199
0328U	CPT	Drug assay, definitive, 120 or more drugs and metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS), includes specimen validity and algorithmic analysis describing drug or metabolite and presence or absence of risks for a significant patient-adverse event, per date of service	False	5	C5702202;C5702201
0329U	CPT	Oncology (neoplasia), exome and transcriptome sequence analysis for sequence variants, gene copy number amplifications and deletions, gene rearrangements, microsatellite instability and tumor mutational burden utilizing DNA and RNA from tumor with DNA from normal blood or saliva for subtraction, report of clinically significant mutation(s) with therapy associations	False	6	C5702204;C5702205;C5702203;C5702206
0330T	CPT	Tear film imaging, unilateral or bilateral, with interpretation and report	False	4	C3704187;C3702532
0330U	CPT	Infectious agent detection by nucleic acid (DNA or RNA), vaginal pathogen panel, identification of 27 organisms, amplified probe technique, vaginal swab	False	5	C5702207;C5702208
0331T	CPT	Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment	False	4	C3704188;C3702533
0331U	CPT	Oncology (hematolymphoid neoplasia), optical genome mapping for copy number alterations and gene rearrangements utilizing DNA from blood or bone marrow, report of clinically significant alterations	False	6	C5702209;C5702212;C5702211;C5702210
0332T	CPT	Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment; with tomographic SPECT	False	4	C3704189;C3702534
0332U	CPT	Oncology (pan-tumor), genetic profiling of 8 DNA-regulatory (epigenetic) markers by quantitative polymerase chain reaction (qPCR), whole blood, reported as a high or low probability of responding to immune checkpoint-inhibitor therapy	False	5	C5702213;C5702214
0333U	CPT	Oncology (liver), surveillance for hepatocellular carcinoma (HCC) in high-risk patients, analysis of methylation patterns on circulating cell-free DNA (cfDNA) plus measurement of serum of AFP/AFP-L3 and oncoprotein des-gamma-carboxy-prothrombin (DCP), algorithm reported as normal or abnormal result	False	5	C5702215;C5702216
0334U	CPT	Oncology (solid organ), targeted genomic sequence analysis, formalin-fixed paraffin-embedded (FFPE) tumor tissue, DNA analysis, 84 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden	False	5	C5702217;C5702218
0335U	CPT	Rare diseases (constitutional/heritable disorders), whole genome sequence analysis, including small sequence changes, copy number variants, deletions, duplications, mobile element insertions, uniparental disomy (UPD), inversions, aneuploidy, mitochondrial genome sequence analysis with heteroplasmy and large deletions, short tandem repeat (STR) gene expansions, fetal sample, identification and categorization of genetic variants	False	5	C5702219
0336U	CPT	Rare diseases (constitutional/heritable disorders), whole genome sequence analysis, including small sequence changes, copy number variants, deletions, duplications, mobile element insertions, uniparental disomy (UPD), inversions, aneuploidy, mitochondrial genome sequence analysis with heteroplasmy and large deletions, short tandem repeat (STR) gene expansions, blood or saliva, identification and categorization of genetic variants, each comparator genome (eg, parent)	False	8	C5702223;C5702224;C5702220;C5702222;C5702225;C5702221
0337U	CPT	Oncology (plasma cell disorders and myeloma), circulating plasma cell immunologic selection, identification, morphological characterization, and enumeration of plasma cells based on differential CD138, CD38, CD19, and CD45 protein biomarker expression, peripheral blood	False	5	C5702226;C5702227
0338U	CPT	Oncology (solid tumor), circulating tumor cell selection, identification, morphological characterization, detection and enumeration based on differential EpCAM, cytokeratins 8, 18, and 19, and CD45 protein biomarkers, and quantification of HER2 protein biomarker-expressing cells, peripheral blood	False	5	C5702228;C5702229
0339U	CPT	Oncology (prostate), mRNA expression profiling of HOXC6 and DLX1, reverse transcription polymerase chain reaction (RT-PCR), first-void urine following digital rectal examination, algorithm reported as probability of high-grade cancer	False	5	C5702230;C5702231
0340U	CPT	Oncology (pan-cancer), analysis of minimal residual disease (MRD) from plasma, with assays personalized to each patient based on prior next-generation sequencing of the patient's tumor and germline DNA, reported as absence or presence of MRD, with disease-burden correlation, if appropriate	False	6	C5702232;C5702233;C5702234
0341U	CPT	Fetal aneuploidy DNA sequencing comparative analysis, fetal DNA from products of conception, reported as normal (euploidy), monosomy, trisomy, or partial deletion/duplication, mosaicism, and segmental aneuploid	False	5	C5702235;C5702236
0342U	CPT	Oncology (pancreatic cancer), multiplex immunoassay of C5, C4, cystatin C, factor B, osteoprotegerin (OPG), gelsolin, IGFBP3, CA125 and multiplex electrochemiluminescent immunoassay (ECLIA) for CA19-9, serum, diagnostic algorithm reported qualitatively as positive, negative, or borderline	False	5	C5702238;C5702237
0343U	CPT	Oncology (prostate), exosome-based analysis of 442 small noncoding RNAs (sncRNAs) by quantitative reverse transcription polymerase chain reaction (RT-qPCR), urine, reported as molecular evidence of no-, low-, intermediate- or high-risk of prostate cancer	False	5	C5702239;C5702240
0344U	CPT	Hepatology (nonalcoholic fatty liver disease [NAFLD]), semiquantitative evaluation of 28 lipid markers by liquid chromatography with tandem mass spectrometry (LC-MS/MS), serum, reported as at-risk for nonalcoholic steatohepatitis (NASH) or not NASH	False	5	C5702242;C5702241
0345U	CPT	Psychiatry (eg, depression, anxiety, attention deficit hyperactivity disorder [ADHD]), genomic analysis panel, variant analysis of 15 genes, including deletion/duplication analysis of CYP2D6	False	5	C5702243;C5702245;C5702244
0347U	CPT	Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 16 gene report, with variant analysis and reported phenotypes	False	6	C5702247;C5702250;C5702248;C5702249
0348U	CPT	Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 25 gene report, with variant analysis and reported phenotypes	False	6	C5702251;C5702253;C5702254;C5702252
0349U	CPT	Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 27 gene report, with variant analysis, including reported phenotypes and impacted gene-drug interactions	False	6	C5702255;C5702257;C5702256;C5702258
0350U	CPT	Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 27 gene report, with variant analysis and reported phenotypes	False	6	C5702259;C5702261;C5702260;C5702262
0351U	CPT	Infectious disease (bacterial or viral), biochemical assays, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL), interferon gamma-induced protein-10 (IP-10), and C-reactive protein, serum, or venous whole blood, algorithm reported as likelihood of bacterial infection	False	5	C5702264;C5702265;C5702263
0355U	CPT	APOL1 (apolipoprotein L1) (eg, chronic kidney disease), risk variants (G1, G2)	False	6	C5702960
0356U	CPT	Oncology (oropharyngeal or anal), evaluation of 17 DNA biomarkers using droplet digital PCR (ddPCR), cell-free DNA, algorithm reported as a prognostic risk score for cancer recurrence	False	5	C5944589;C5771752;C5944588
0358U	CPT	Neurology (mild cognitive impairment), analysis of 尾-amyloid 1-42 and 1-40, chemiluminescence enzyme immunoassay, cerebral spinal fluid, reported as positive, likely positive, or negative	False	5	C5771754;C5851907
0359U	CPT	Oncology (prostate cancer), analysis of all prostate-specific antigen (PSA) structural isoforms by phase separation and immunoassay, plasma, algorithm reports risk of cancer	False	5	C5771755;C5851908
0360U	CPT	Oncology (lung), enzyme-linked immunosorbent assay (ELISA) of 7 autoantibodies (p53, NY-ESO-1, CAGE, GBU4-5, SOX2, MAGE A4, and HuD), plasma, algorithm reported as a categorical result for risk of malignancy	False	5	C5771756;C5851909
0362U	CPT	Oncology (papillary thyroid cancer), gene-expression profiling via targeted hybrid capture-enrichment RNA sequencing of 82 content genes and 10 housekeeping genes, fine needle aspirate or formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as one of three molecular subtypes	False	7	C5771758;C5851911;C5851912;C5851910
0363U	CPT	Oncology (urothelial), mRNA, gene-expression profiling by real-time quantitative PCR of 5 genes (MDK, HOXA13, CDC2 [CDK1], IGFBP5, and CXCR2), utilizing urine, algorithm incorporates age, sex, smoking history, and macrohematuria frequency, reported as a risk score for having urothelial carcinoma	False	5	C5771759;C5851913
0364U	CPT	Oncology (hematolymphoid neoplasm), genomic sequence analysis using multiplex (PCR) and next-generation sequencing with algorithm, quantification of dominant clonal sequence(s), reported as presence or absence of minimal residual disease (MRD) with quantitation of disease burden, when appropriate	False	5	C5851914;C5851915;C5851916
0365U	CPT	Oncology (bladder), analysis of 10 protein biomarkers (A1AT, ANG, APOE, CA9, IL8, MMP9, MMP10, PAI1, SDC1, and VEGFA) by immunoassays, urine, algorithm reported as a probability of bladder cancer	False	5	C5851918;C5851917
0366U	CPT	Oncology (bladder), analysis of 10 protein biomarkers (A1AT, ANG, APOE, CA9, IL8, MMP9, MMP10, PAI1, SDC1, and VEGFA) by immunoassays, urine, algorithm reported as a probability of recurrent bladder cancer	False	5	C5851919;C5851920
